Taxid	Name	Taxid2	Length	tax_id	parent_id	rank	tax_name	root	below_root	superkingdom	below_superkingdom	below_below_superkingdom	below_below_below_superkingdom	below_below_below_below_superkingdom	below_below_below_below_below_superkingdom	below_below_below_below_below_below_superkingdom	kingdom	subkingdom	superphylum	phylum	below_phylum	below_below_phylum	subphylum	below_subphylum	below_below_subphylum	class	below_class	below_below_class	subclass	order	below_order	below_below_order	suborder	family	below_family	below_below_family	below_below_below_family	subfamily	below_subfamily	tribe	genus	below_genus	below_below_genus	subgenus	species_group	species_subgroup	below_species_subgroup	species	below_species	below_below_species	below_below_below_species	subspecies	below_subspecies	below_below_subspecies	below_below_below_subspecies	varietas	below_varietas
28300	"Heron_hepatitis_B_virus"	28300	3027	28300	10437	species	Heron_hepatitis_B_virus	1	NA	10239	35268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10404	NA	NA	NA	NA	NA	NA	10437	NA	NA	NA	NA	NA	NA	28300	NA	NA	NA	NA	NA	NA	NA	NA	NA
28304	"Murid_herpesvirus_2"	28304	230138	28304	10365	species	Murid_herpesvirus_2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10357	NA	NA	10365	NA	NA	NA	NA	NA	NA	28304	NA	NA	NA	NA	NA	NA	NA	NA	NA
28311	"Human_papillomavirus_type_63"	28311	7348	28311	334204	below_species	Human_papillomavirus_type_63	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	334202	NA	NA	NA	NA	NA	NA	334204	28311	NA	NA	NA	NA	NA	NA	NA	NA
28314	"Aleutian_mink_disease_virus"	28314	4801	28314	1511862	below_species	Aleutian_mink_disease_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10780	NA	NA	NA	40119	NA	NA	310911	NA	NA	NA	NA	NA	NA	1511862	28314	NA	NA	NA	NA	NA	NA	NA	NA
28321	"Amsacta_moorei_entomopoxvirus_'L'"	28321	232392	28321	10286	species	Amsacta_moorei_entomopoxvirus_'L'	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10284	NA	NA	10286	NA	NA	NA	NA	NA	NA	28321	NA	NA	NA	NA	NA	NA	NA	NA	NA
28350	"Tomato_leaf_curl_virus"	28350	2766	28350	10814	species	Tomato_leaf_curl_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	NA	NA	NA	NA	NA	NA	28350	NA	NA	NA	NA	NA	NA	NA	NA	NA
28358	"Corynebacterium_phage_BFK20"	28358	42969	28358	196894	species	Corynebacterium_phage_BFK20	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28358	NA	NA	NA	NA	NA	NA	NA	NA	NA
28369	"Mycobacterium_phage_D29"	28369	49136	28369	186764	species	Mycobacterium_phage_D29	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	186764	NA	NA	NA	NA	NA	NA	28369	NA	NA	NA	NA	NA	NA	NA	NA	NA
28871	"Taterapox_virus"	28871	198050	28871	10242	species	Taterapox_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10242	NA	NA	NA	NA	NA	NA	28871	NA	NA	NA	NA	NA	NA	NA	NA	NA
28873	"Camelpox_virus"	28873	205719	28873	10242	species	Camelpox_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10242	NA	NA	NA	NA	NA	NA	28873	NA	NA	NA	NA	NA	NA	NA	NA	NA
28985	"Kluyveromyces_lactis"	28985	40291	28985	4910	species	Kluyveromyces_lactis	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	451864	NA	4890	716545	NA	147537	NA	NA	4891	NA	NA	NA	4892	NA	NA	NA	4893	NA	NA	NA	NA	NA	NA	4910	NA	NA	NA	NA	NA	NA	28985	NA	NA	NA	NA	NA	NA	NA	NA	NA
31271	"Plasmodium_chabaudi_chabaudi"	31271	25273362	31271	5825	subspecies	Plasmodium_chabaudi_chabaudi	1	131567	2759	33630	NA	NA	NA	NA	NA	NA	NA	NA	5794	NA	NA	NA	NA	NA	422676	NA	NA	NA	5819	NA	NA	NA	1639119	NA	NA	NA	NA	NA	NA	5820	NA	NA	418101	NA	NA	NA	5825	NA	NA	NA	31271	NA	NA	NA	NA	NA
31275	"Plasmodium_floridense"	31275	6002	31275	5820	species	Plasmodium_floridense	1	131567	2759	33630	NA	NA	NA	NA	NA	NA	NA	NA	5794	NA	NA	NA	NA	NA	422676	NA	NA	NA	5819	NA	NA	NA	1639119	NA	NA	NA	NA	NA	NA	5820	NA	NA	NA	NA	NA	NA	31275	NA	NA	NA	NA	NA	NA	NA	NA	NA
31502	"Rhodymenia_pseudopalmata"	31502	26166	31502	2794	species	Rhodymenia_pseudopalmata	1	131567	2759	2763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2806	NA	NA	NA	29247	NA	NA	NA	31501	NA	NA	NA	NA	NA	NA	2794	NA	NA	NA	NA	NA	NA	31502	NA	NA	NA	NA	NA	NA	NA	NA	NA
31507	"Anticarsia_gemmatalis_nucleopolyhedrovirus"	31507	132239	31507	328432	species	Anticarsia_gemmatalis_nucleopolyhedrovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558016	328432	NA	NA	NA	NA	NA	31507	NA	NA	NA	NA	NA	NA	NA	NA	NA
31508	"Agrotis_segetum_nucleopolyhedrovirus"	31508	147544	31508	558016	species	Agrotis_segetum_nucleopolyhedrovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558016	NA	NA	NA	NA	NA	NA	31508	NA	NA	NA	NA	NA	NA	NA	NA	NA
31532	"Lactococcus_phage_sk1"	31532	28451	31532	1623305	species	Lactococcus_phage_SK1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	1623305	NA	NA	NA	NA	NA	NA	31532	NA	NA	NA	NA	NA	NA	NA	NA	NA
31535	"Pseudomonas_phage_D3"	31535	56425	31535	1623287	species	Pseudomonas_phage_D3	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	1623287	NA	NA	NA	NA	NA	NA	31535	NA	NA	NA	NA	NA	NA	NA	NA	NA
31537	"Lactococcus_phage_c2"	31537	22172	31537	186532	species	Lactococcus_phage_c2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	186532	NA	NA	NA	NA	NA	NA	31537	NA	NA	NA	NA	NA	NA	NA	NA	NA
31559	"Cacao_swollen_shoot_virus"	31559	7161	31559	10652	species	Cacao_swollen_shoot_virus	1	NA	10239	35268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	186534	NA	NA	NA	NA	NA	NA	10652	NA	NA	NA	NA	NA	NA	31559	NA	NA	NA	NA	NA	NA	NA	NA	NA
31600	"Indian_cassava_mosaic_virus"	31600	5460	31600	10814	species	Indian_cassava_mosaic_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	NA	NA	NA	NA	NA	NA	31600	NA	NA	NA	NA	NA	NA	NA	NA	NA
31602	"Bean_calico_mosaic_virus"	31602	5175	31602	10814	species	Bean_calico_mosaic_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	NA	NA	NA	NA	NA	NA	31602	NA	NA	NA	NA	NA	NA	NA	NA	NA
31754	"Lactococcus_phage_BK5-T"	31754	40003	31754	196894	species	Lactococcus_phage_BK5-T	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31754	NA	NA	NA	NA	NA	NA	NA	NA	NA
31757	"Mycobacterium_phage_L5"	31757	52297	31757	186764	species	Mycobacterium_phage_L5	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	186764	NA	NA	NA	NA	NA	NA	31757	NA	NA	NA	NA	NA	NA	NA	NA	NA
31964	"Clavibacter_michiganensis_subsp._sepedonicus"	31964	3403786	31964	28447	subspecies	Clavibacter_michiganensis_subsp._sepedonicus	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85006	NA	NA	NA	85023	NA	NA	NA	NA	NA	NA	1573	NA	NA	NA	NA	NA	NA	28447	NA	NA	NA	31964	NA	NA	NA	NA	NA
32049	"Synechococcus_sp._PCC_7002"	32049	3409935	32049	1129	species	Synechococcus_sp._PCC_7002	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	NA	NA	NA	1301283	1118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1129	NA	NA	NA	NA	NA	NA	32049	NA	NA	NA	NA	NA	NA	NA	NA	NA
32051	"Synechococcus_sp._WH_7803"	32051	2366980	32051	1129	species	Synechococcus_sp._WH_7803	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	NA	NA	NA	1301283	1118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1129	NA	NA	NA	NA	NA	NA	32051	NA	NA	NA	NA	NA	NA	NA	NA	NA
32603	"Human_herpesvirus_6A"	32603	159322	32603	40272	species	Human_herpesvirus_6A	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10357	NA	NA	40272	NA	NA	NA	NA	NA	NA	32603	NA	NA	NA	NA	NA	NA	NA	NA	NA
32604	"Human_herpesvirus_6B"	32604	162114	32604	40272	species	Human_herpesvirus_6B	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10357	NA	NA	40272	NA	NA	NA	NA	NA	NA	32604	NA	NA	NA	NA	NA	NA	NA	NA	NA
33653	"Cafeteria_roenbergensis"	33653	43159	33653	33652	species	Cafeteria_roenbergensis	1	131567	2759	33634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33651	NA	NA	NA	238884	NA	NA	NA	NA	NA	NA	33652	NA	NA	NA	NA	NA	NA	33653	NA	NA	NA	NA	NA	NA	NA	NA	NA
33657	"Phaeocystis_antarctica"	33657	105512	33657	33656	species	Phaeocystis_antarctica	1	131567	2759	2830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	418919	NA	NA	NA	418920	NA	NA	NA	NA	NA	NA	33656	NA	NA	NA	NA	NA	NA	33657	NA	NA	NA	NA	NA	NA	NA	NA	NA
33658	"Phaeocystis_globosa"	33658	107461	33658	33656	species	Phaeocystis_globosa	1	131567	2759	2830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	418919	NA	NA	NA	418920	NA	NA	NA	NA	NA	NA	33656	NA	NA	NA	NA	NA	NA	33658	NA	NA	NA	NA	NA	NA	NA	NA	NA
33708	"Murid_herpesvirus_4"	33708	119451	33708	10379	species	Murid_herpesvirus_4	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10374	NA	NA	10379	NA	NA	NA	NA	NA	NA	33708	NA	NA	NA	NA	NA	NA	NA	NA	NA
33726	"Mungbean_yellow_mosaic_virus"	33726	5398	33726	10814	species	Mungbean_yellow_mosaic_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	NA	NA	NA	NA	NA	NA	33726	NA	NA	NA	NA	NA	NA	NA	NA	NA
33747	"Simian_T-lymphotropic_virus_1"	33747	9028	33747	194440	below_species	Simian_T-lymphotropic_virus_1	1	NA	10239	35268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11632	NA	NA	NA	327045	NA	NA	153136	NA	NA	NA	NA	NA	NA	194440	33747	NA	NA	NA	NA	NA	NA	NA	NA
33771	"Halorubrum_phage_HF2"	33771	77670	33771	128706	species	Halorubrum_phage_HF2	1	NA	10239	35237	51368	717048	128706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33771	NA	NA	NA	NA	NA	NA	NA	NA	NA
35128	"Thalassiosira_pseudonana"	35128	172641	35128	35127	species	Thalassiosira_pseudonana	1	131567	2759	33634	NA	NA	NA	NA	NA	NA	NA	NA	2836	NA	NA	NA	NA	NA	33836	33846	NA	NA	33847	NA	NA	NA	29202	NA	NA	NA	NA	NA	NA	35127	NA	NA	NA	NA	NA	NA	35128	NA	NA	NA	NA	NA	NA	NA	NA	NA
35171	"Gelidium_vagum"	35171	24901	35171	2811	species	Gelidium_vagum	1	131567	2759	2763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2806	NA	NA	NA	31399	NA	NA	NA	2808	NA	NA	NA	NA	NA	NA	2811	NA	NA	NA	NA	NA	NA	35171	NA	NA	NA	NA	NA	NA	NA	NA	NA
35206	"Plocamiocolax_pulvinata"	35206	25894	35206	35205	species	Plocamiocolax_pulvinata	1	131567	2759	2763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2806	NA	NA	NA	35203	NA	NA	NA	31450	NA	NA	NA	NA	NA	NA	35205	NA	NA	NA	NA	NA	NA	35206	NA	NA	NA	NA	NA	NA	NA	NA	NA
35238	"Mycoplasma_phage_P1"	35238	11660	35238	545935	species	Mycoplasma_phage_P1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10744	NA	NA	NA	542836	545935	NA	NA	NA	NA	NA	NA	NA	NA	35238	NA	NA	NA	NA	NA	NA	NA	NA	NA
35241	"Lactococcus_phage_Tuc2009"	35241	38347	35241	196894	species	Lactococcus_phage_Tuc2009	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35241	NA	NA	NA	NA	NA	NA	NA	NA	NA
35244	"Bovine_herpesvirus_5"	35244	137821	35244	10319	species	Bovine_herpesvirus_5	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10319	NA	NA	NA	NA	NA	NA	35244	NA	NA	NA	NA	NA	NA	NA	NA	NA
35246	"Cercopithecine_herpesvirus_9"	35246	124784	35246	10319	species	Cercopithecine_herpesvirus_9	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10319	NA	NA	NA	NA	NA	NA	35246	NA	NA	NA	NA	NA	NA	NA	NA	NA
35250	"Gallid_herpesvirus_3"	35250	164270	35250	180252	species	Gallid_herpesvirus_3	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	180252	NA	NA	NA	NA	NA	NA	35250	NA	NA	NA	NA	NA	NA	NA	NA	NA
35252	"Alcelaphine_herpesvirus_1"	35252	130608	35252	548687	species	Alcelaphine_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10374	NA	NA	548687	NA	NA	NA	NA	NA	NA	35252	NA	NA	NA	NA	NA	NA	NA	NA	NA
35254	"Cryptophlebia_leucotreta_granulovirus"	35254	110907	35254	558017	species	Cryptophlebia_leucotreta_granulovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558017	NA	NA	NA	NA	NA	NA	35254	NA	NA	NA	NA	NA	NA	NA	NA	NA
35258	"Lambdapapillomavirus_2"	35258	8607	35258	325462	species	Lambdapapillomavirus_2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	325462	NA	NA	NA	NA	NA	NA	35258	NA	NA	NA	NA	NA	NA	NA	NA	NA
35269	"Woodchuck_hepatitis_virus"	35269	3323	35269	10405	species	Woodchuck_hepatitis_virus	1	NA	10239	35268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10404	NA	NA	NA	NA	NA	NA	10405	NA	NA	NA	NA	NA	NA	35269	NA	NA	NA	NA	NA	NA	NA	NA	NA
35338	"Aedes_albopictus_densovirus"	35338	4176	35338	1513193	below_species	Aedes_albopictus_densovirus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10780	NA	NA	NA	40120	NA	NA	136466	NA	NA	NA	NA	NA	NA	1513193	35338	NA	NA	NA	NA	NA	NA	NA	NA
35339	"LuIII_virus"	35339	5135	35339	1511908	below_species	LuIII_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10780	NA	NA	NA	40119	NA	NA	1506574	NA	NA	NA	NA	NA	NA	1511908	35339	NA	NA	NA	NA	NA	NA	NA	NA
35340	"Mouse_parvovirus_1"	35340	5144	35340	1511908	below_species	Mouse_parvovirus_1	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10780	NA	NA	NA	40119	NA	NA	1506574	NA	NA	NA	NA	NA	NA	1511908	35340	NA	NA	NA	NA	NA	NA	NA	NA
35341	"Watermelon_chlorotic_stunt_virus"	35341	5498	35341	10814	species	Watermelon_chlorotic_stunt_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	NA	NA	NA	NA	NA	NA	35341	NA	NA	NA	NA	NA	NA	NA	NA	NA
35343	"Pseudomonas_phage_phiCTX"	35343	35580	35343	140410	species	Pseudomonas_phage_phiCTX	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10662	NA	NA	NA	857479	NA	NA	140410	NA	NA	NA	NA	NA	NA	35343	NA	NA	NA	NA	NA	NA	NA	NA	NA
35345	"Lactococcus_phage_TP901-1"	35345	37667	35345	196894	species	Lactococcus_phage_TP901-1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35345	NA	NA	NA	NA	NA	NA	NA	NA	NA
35593	"Peanut_chlorotic_streak_virus"	35593	8174	35593	187214	species	Peanut_chlorotic_streak_virus	1	NA	10239	35268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	186534	NA	NA	NA	NA	NA	NA	187214	NA	NA	NA	NA	NA	NA	35593	NA	NA	NA	NA	NA	NA	NA	NA	NA
35688	"Porphyridium_purpureum"	35688	217694	35688	2791	species	Porphyridium_purpureum	1	131567	2759	2763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2797	NA	NA	NA	2798	NA	NA	NA	2799	NA	NA	NA	NA	NA	NA	2791	NA	NA	NA	NA	NA	NA	35688	NA	NA	NA	NA	NA	NA	NA	NA	NA
36329	"Plasmodium_falciparum_3D7"	36329	35541499	36329	5833	below_species	Plasmodium_falciparum_3D7	1	131567	2759	33630	NA	NA	NA	NA	NA	NA	NA	NA	5794	NA	NA	NA	NA	NA	422676	NA	NA	NA	5819	NA	NA	NA	1639119	NA	NA	NA	NA	NA	NA	5820	NA	NA	418107	NA	NA	NA	5833	36329	NA	NA	NA	NA	NA	NA	NA	NA
36343	"Lactococcus_phage_bIL67"	36343	22195	36343	186532	species	Lactococcus_phage_bIL67	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	186532	NA	NA	NA	NA	NA	NA	36343	NA	NA	NA	NA	NA	NA	NA	NA	NA
36355	"Pseudaletia_unipuncta_granulovirus"	36355	176677	36355	558017	species	Pseudaletia_unipuncta_granulovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558017	NA	NA	NA	NA	NA	NA	36355	NA	NA	NA	NA	NA	NA	NA	NA	NA
36363	"Lymphocystis_disease_virus_1"	36363	102653	36363	10494	species	Lymphocystis_disease_virus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10486	NA	NA	NA	NA	NA	NA	10494	NA	NA	NA	NA	NA	NA	36363	NA	NA	NA	NA	NA	NA	NA	NA	NA
36772	"Subterranean_clover_stunt_virus"	36772	5985	36772	104766	species	Subterranean_clover_stunt_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	251095	NA	NA	NA	NA	NA	NA	104766	NA	NA	NA	NA	NA	NA	36772	NA	NA	NA	NA	NA	NA	NA	NA	NA
36809	"Mycobacterium_abscessus"	36809	5090491	36809	670506	species	Mycobacterium_abscessus	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	670516	670506	NA	36809	NA	NA	NA	NA	NA	NA	NA	NA	NA
36870	"Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis"	36870	703004	36870	51229	below_species	Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	51228	NA	NA	NA	NA	NA	NA	51229	36870	NA	NA	NA	NA	NA	NA	NA	NA
37108	"Meleagrid_herpesvirus_1"	37108	159160	37108	180252	species	Meleagrid_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	180252	NA	NA	NA	NA	NA	NA	37108	NA	NA	NA	NA	NA	NA	NA	NA	NA
37138	"Galleria_mellonella_densovirus"	37138	6039	37138	1513188	below_species	Galleria_mellonella_densovirus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10780	NA	NA	NA	40120	NA	NA	10806	NA	NA	NA	NA	NA	NA	1513188	37138	NA	NA	NA	NA	NA	NA	NA	NA
37296	"Human_herpesvirus_8"	37296	137969	37296	10379	species	Human_herpesvirus_8	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10374	NA	NA	10379	NA	NA	NA	NA	NA	NA	37296	NA	NA	NA	NA	NA	NA	NA	NA	NA
37325	"Muscovy_duck_parvovirus"	37325	5132	37325	341673	below_below_species	Muscovy_duck_parvovirus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10780	NA	NA	NA	40119	NA	NA	10803	NA	NA	NA	NA	NA	NA	1511895	341673	37325	NA	NA	NA	NA	NA	NA	NA
37554	"Enterobacteria_phage_HK97"	37554	39732	37554	186765	species	Enterobacteria_phage_HK97	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	186765	NA	NA	NA	NA	NA	NA	37554	NA	NA	NA	NA	NA	NA	NA	NA	NA
